"CONTINENT","LOCATION","DATE_","POPULATION","NEW_VACCINATIONS","ROLLING_PPL_VACC","PERCENT_VACCINATED"
"Asia","Brunei",21-MAR-21,437483,"",,
"Asia","Brunei",22-MAR-21,437483,"",,
"Asia","Brunei",23-MAR-21,437483,"",,
"Asia","Brunei",24-MAR-21,437483,"",,
"Asia","Brunei",25-MAR-21,437483,"",,
"Asia","Brunei",26-MAR-21,437483,"",,
"Asia","Brunei",27-MAR-21,437483,"",,
"Asia","Brunei",28-MAR-21,437483,"",,
"Asia","Brunei",29-MAR-21,437483,"",,
"Asia","Brunei",30-MAR-21,437483,"",,
"Asia","Brunei",31-MAR-21,437483,"",,
"Asia","Brunei",01-APR-21,437483,"",,
"Asia","Brunei",02-APR-21,437483,"",,
"Asia","Brunei",03-APR-21,437483,"340",340,0.08
"Asia","Brunei",04-APR-21,437483,"",340,0.08
"Asia","Brunei",05-APR-21,437483,"",340,0.08
"Asia","Brunei",06-APR-21,437483,"",340,0.08
"Asia","Brunei",07-APR-21,437483,"",340,0.08
"Asia","Brunei",08-APR-21,437483,"",340,0.08
"Asia","Brunei",09-APR-21,437483,"",340,0.08
"Asia","Brunei",10-APR-21,437483,"",340,0.08
"Asia","Brunei",11-APR-21,437483,"",340,0.08
"Asia","Brunei",12-APR-21,437483,"",340,0.08
"Asia","Brunei",13-APR-21,437483,"",340,0.08
"Asia","Brunei",14-APR-21,437483,"",340,0.08
"Asia","Brunei",15-APR-21,437483,"",340,0.08
"Asia","Brunei",16-APR-21,437483,"",340,0.08
"Asia","Brunei",17-APR-21,437483,"",340,0.08
"Asia","Brunei",18-APR-21,437483,"",340,0.08
"Asia","Brunei",19-APR-21,437483,"",340,0.08
"Asia","Brunei",20-APR-21,437483,"",340,0.08
"Asia","Brunei",21-APR-21,437483,"",340,0.08
"Asia","Brunei",22-APR-21,437483,"",340,0.08
"Asia","Brunei",23-APR-21,437483,"",340,0.08
"Asia","Brunei",24-APR-21,437483,"",340,0.08
"Asia","Brunei",25-APR-21,437483,"",340,0.08
"Asia","Brunei",26-APR-21,437483,"",340,0.08
"Asia","Brunei",27-APR-21,437483,"",340,0.08
"Asia","Brunei",28-APR-21,437483,"",340,0.08
"Asia","Brunei",29-APR-21,437483,"",340,0.08
"Asia","Brunei",30-APR-21,437483,"",340,0.08
"Europe","Bulgaria",08-MAR-20,6948445,"",,
"Europe","Bulgaria",09-MAR-20,6948445,"",,
"Europe","Bulgaria",10-MAR-20,6948445,"",,
"Europe","Bulgaria",11-MAR-20,6948445,"",,
"Europe","Bulgaria",12-MAR-20,6948445,"",,
"Europe","Bulgaria",13-MAR-20,6948445,"",,
"Europe","Bulgaria",14-MAR-20,6948445,"",,
"Europe","Bulgaria",15-MAR-20,6948445,"",,
"Europe","Bulgaria",16-MAR-20,6948445,"",,
"Europe","Bulgaria",17-MAR-20,6948445,"",,
"Europe","Bulgaria",18-MAR-20,6948445,"",,
"Europe","Bulgaria",19-MAR-20,6948445,"",,
"Europe","Bulgaria",20-MAR-20,6948445,"",,
"Europe","Bulgaria",21-MAR-20,6948445,"",,
"Europe","Bulgaria",22-MAR-20,6948445,"",,
"Europe","Bulgaria",23-MAR-20,6948445,"",,
"Europe","Bulgaria",24-MAR-20,6948445,"",,
"Europe","Bulgaria",25-MAR-20,6948445,"",,
"Europe","Bulgaria",26-MAR-20,6948445,"",,
"Europe","Bulgaria",27-MAR-20,6948445,"",,
"Europe","Bulgaria",28-MAR-20,6948445,"",,
"Europe","Bulgaria",29-MAR-20,6948445,"",,
"Europe","Bulgaria",30-MAR-20,6948445,"",,
"Europe","Bulgaria",31-MAR-20,6948445,"",,
"Europe","Bulgaria",01-APR-20,6948445,"",,
"Europe","Bulgaria",02-APR-20,6948445,"",,
"Europe","Bulgaria",03-APR-20,6948445,"",,
"Europe","Bulgaria",04-APR-20,6948445,"",,
"Europe","Bulgaria",05-APR-20,6948445,"",,
"Europe","Bulgaria",06-APR-20,6948445,"",,
"Europe","Bulgaria",07-APR-20,6948445,"",,
"Europe","Bulgaria",08-APR-20,6948445,"",,
"Europe","Bulgaria",09-APR-20,6948445,"",,
"Europe","Bulgaria",10-APR-20,6948445,"",,
"Europe","Bulgaria",11-APR-20,6948445,"",,
"Europe","Bulgaria",12-APR-20,6948445,"",,
"Europe","Bulgaria",13-APR-20,6948445,"",,
"Europe","Bulgaria",14-APR-20,6948445,"",,
"Europe","Bulgaria",15-APR-20,6948445,"",,
"Europe","Bulgaria",16-APR-20,6948445,"",,
"Europe","Bulgaria",17-APR-20,6948445,"",,
"Europe","Bulgaria",18-APR-20,6948445,"",,
"Europe","Bulgaria",19-APR-20,6948445,"",,
"Europe","Bulgaria",20-APR-20,6948445,"",,
"Europe","Bulgaria",21-APR-20,6948445,"",,
"Europe","Bulgaria",22-APR-20,6948445,"",,
"Europe","Bulgaria",23-APR-20,6948445,"",,
"Europe","Bulgaria",24-APR-20,6948445,"",,
"Europe","Bulgaria",25-APR-20,6948445,"",,
"Europe","Bulgaria",26-APR-20,6948445,"",,
"Europe","Bulgaria",27-APR-20,6948445,"",,
"Europe","Bulgaria",28-APR-20,6948445,"",,
"Europe","Bulgaria",29-APR-20,6948445,"",,
"Europe","Bulgaria",30-APR-20,6948445,"",,
"Europe","Bulgaria",01-MAY-20,6948445,"",,
"Europe","Bulgaria",02-MAY-20,6948445,"",,
"Europe","Bulgaria",03-MAY-20,6948445,"",,
"Europe","Bulgaria",04-MAY-20,6948445,"",,
"Europe","Bulgaria",05-MAY-20,6948445,"",,
"Europe","Bulgaria",06-MAY-20,6948445,"",,
"Europe","Bulgaria",07-MAY-20,6948445,"",,
"Europe","Bulgaria",08-MAY-20,6948445,"",,
"Europe","Bulgaria",09-MAY-20,6948445,"",,
"Europe","Bulgaria",10-MAY-20,6948445,"",,
"Europe","Bulgaria",11-MAY-20,6948445,"",,
"Europe","Bulgaria",12-MAY-20,6948445,"",,
"Europe","Bulgaria",13-MAY-20,6948445,"",,
"Europe","Bulgaria",14-MAY-20,6948445,"",,
"Europe","Bulgaria",15-MAY-20,6948445,"",,
"Europe","Bulgaria",16-MAY-20,6948445,"",,
"Europe","Bulgaria",17-MAY-20,6948445,"",,
"Europe","Bulgaria",18-MAY-20,6948445,"",,
"Europe","Bulgaria",19-MAY-20,6948445,"",,
"Europe","Bulgaria",20-MAY-20,6948445,"",,
"Europe","Bulgaria",21-MAY-20,6948445,"",,
"Europe","Bulgaria",22-MAY-20,6948445,"",,
"Europe","Bulgaria",23-MAY-20,6948445,"",,
"Europe","Bulgaria",24-MAY-20,6948445,"",,
"Europe","Bulgaria",25-MAY-20,6948445,"",,
"Europe","Bulgaria",26-MAY-20,6948445,"",,
"Europe","Bulgaria",27-MAY-20,6948445,"",,
"Europe","Bulgaria",28-MAY-20,6948445,"",,
"Europe","Bulgaria",29-MAY-20,6948445,"",,
"Europe","Bulgaria",30-MAY-20,6948445,"",,
"Europe","Bulgaria",31-MAY-20,6948445,"",,
"Europe","Bulgaria",01-JUN-20,6948445,"",,
"Europe","Bulgaria",02-JUN-20,6948445,"",,
"Europe","Bulgaria",03-JUN-20,6948445,"",,
"Europe","Bulgaria",04-JUN-20,6948445,"",,
"Europe","Bulgaria",05-JUN-20,6948445,"",,
"Europe","Bulgaria",06-JUN-20,6948445,"",,
"Europe","Bulgaria",07-JUN-20,6948445,"",,
"Europe","Bulgaria",08-JUN-20,6948445,"",,
"Europe","Bulgaria",09-JUN-20,6948445,"",,
"Europe","Bulgaria",10-JUN-20,6948445,"",,
"Europe","Bulgaria",11-JUN-20,6948445,"",,
"Europe","Bulgaria",12-JUN-20,6948445,"",,
"Europe","Bulgaria",13-JUN-20,6948445,"",,
"Europe","Bulgaria",14-JUN-20,6948445,"",,
"Europe","Bulgaria",15-JUN-20,6948445,"",,
"Europe","Bulgaria",16-JUN-20,6948445,"",,
"Europe","Bulgaria",17-JUN-20,6948445,"",,
"Europe","Bulgaria",18-JUN-20,6948445,"",,
"Europe","Bulgaria",19-JUN-20,6948445,"",,
"Europe","Bulgaria",20-JUN-20,6948445,"",,
"Europe","Bulgaria",21-JUN-20,6948445,"",,
"Europe","Bulgaria",22-JUN-20,6948445,"",,
"Europe","Bulgaria",23-JUN-20,6948445,"",,
"Europe","Bulgaria",24-JUN-20,6948445,"",,
"Europe","Bulgaria",25-JUN-20,6948445,"",,
"Europe","Bulgaria",26-JUN-20,6948445,"",,
"Europe","Bulgaria",27-JUN-20,6948445,"",,
"Europe","Bulgaria",28-JUN-20,6948445,"",,
"Europe","Bulgaria",29-JUN-20,6948445,"",,
"Europe","Bulgaria",30-JUN-20,6948445,"",,
"Europe","Bulgaria",01-JUL-20,6948445,"",,
"Europe","Bulgaria",02-JUL-20,6948445,"",,
"Europe","Bulgaria",03-JUL-20,6948445,"",,
"Europe","Bulgaria",04-JUL-20,6948445,"",,
"Europe","Bulgaria",05-JUL-20,6948445,"",,
"Europe","Bulgaria",06-JUL-20,6948445,"",,
"Europe","Bulgaria",07-JUL-20,6948445,"",,
"Europe","Bulgaria",08-JUL-20,6948445,"",,
"Europe","Bulgaria",09-JUL-20,6948445,"",,
"Europe","Bulgaria",10-JUL-20,6948445,"",,
"Europe","Bulgaria",11-JUL-20,6948445,"",,
"Europe","Bulgaria",12-JUL-20,6948445,"",,
"Europe","Bulgaria",13-JUL-20,6948445,"",,
"Europe","Bulgaria",14-JUL-20,6948445,"",,
"Europe","Bulgaria",15-JUL-20,6948445,"",,
"Europe","Bulgaria",16-JUL-20,6948445,"",,
"Europe","Bulgaria",17-JUL-20,6948445,"",,
"Europe","Bulgaria",18-JUL-20,6948445,"",,
"Europe","Bulgaria",19-JUL-20,6948445,"",,
"Europe","Bulgaria",20-JUL-20,6948445,"",,
"Europe","Bulgaria",21-JUL-20,6948445,"",,
"Europe","Bulgaria",22-JUL-20,6948445,"",,
"Europe","Bulgaria",23-JUL-20,6948445,"",,
"Europe","Bulgaria",24-JUL-20,6948445,"",,
"Europe","Bulgaria",25-JUL-20,6948445,"",,
"Europe","Bulgaria",26-JUL-20,6948445,"",,
"Europe","Bulgaria",27-JUL-20,6948445,"",,
"Europe","Bulgaria",28-JUL-20,6948445,"",,
"Europe","Bulgaria",29-JUL-20,6948445,"",,
"Europe","Bulgaria",30-JUL-20,6948445,"",,
"Europe","Bulgaria",31-JUL-20,6948445,"",,
"Europe","Bulgaria",01-AUG-20,6948445,"",,
"Europe","Bulgaria",02-AUG-20,6948445,"",,
"Europe","Bulgaria",03-AUG-20,6948445,"",,
"Europe","Bulgaria",04-AUG-20,6948445,"",,
"Europe","Bulgaria",05-AUG-20,6948445,"",,
"Europe","Bulgaria",06-AUG-20,6948445,"",,
"Europe","Bulgaria",07-AUG-20,6948445,"",,
"Europe","Bulgaria",08-AUG-20,6948445,"",,
"Europe","Bulgaria",09-AUG-20,6948445,"",,
"Europe","Bulgaria",10-AUG-20,6948445,"",,
"Europe","Bulgaria",11-AUG-20,6948445,"",,
"Europe","Bulgaria",12-AUG-20,6948445,"",,
"Europe","Bulgaria",13-AUG-20,6948445,"",,
"Europe","Bulgaria",14-AUG-20,6948445,"",,
"Europe","Bulgaria",15-AUG-20,6948445,"",,
"Europe","Bulgaria",16-AUG-20,6948445,"",,
"Europe","Bulgaria",17-AUG-20,6948445,"",,
"Europe","Bulgaria",18-AUG-20,6948445,"",,
"Europe","Bulgaria",19-AUG-20,6948445,"",,
"Europe","Bulgaria",20-AUG-20,6948445,"",,
"Europe","Bulgaria",21-AUG-20,6948445,"",,
"Europe","Bulgaria",22-AUG-20,6948445,"",,
"Europe","Bulgaria",23-AUG-20,6948445,"",,
"Europe","Bulgaria",24-AUG-20,6948445,"",,
"Europe","Bulgaria",25-AUG-20,6948445,"",,
"Europe","Bulgaria",26-AUG-20,6948445,"",,
"Europe","Bulgaria",27-AUG-20,6948445,"",,
"Europe","Bulgaria",28-AUG-20,6948445,"",,
"Europe","Bulgaria",29-AUG-20,6948445,"",,
"Europe","Bulgaria",30-AUG-20,6948445,"",,
"Europe","Bulgaria",31-AUG-20,6948445,"",,
"Europe","Bulgaria",01-SEP-20,6948445,"",,
"Europe","Bulgaria",02-SEP-20,6948445,"",,
"Europe","Bulgaria",03-SEP-20,6948445,"",,
"Europe","Bulgaria",04-SEP-20,6948445,"",,
"Europe","Bulgaria",05-SEP-20,6948445,"",,
"Europe","Bulgaria",06-SEP-20,6948445,"",,
"Europe","Bulgaria",07-SEP-20,6948445,"",,
"Europe","Bulgaria",08-SEP-20,6948445,"",,
"Europe","Bulgaria",09-SEP-20,6948445,"",,
"Europe","Bulgaria",10-SEP-20,6948445,"",,
"Europe","Bulgaria",11-SEP-20,6948445,"",,
"Europe","Bulgaria",12-SEP-20,6948445,"",,
"Europe","Bulgaria",13-SEP-20,6948445,"",,
"Europe","Bulgaria",14-SEP-20,6948445,"",,
"Europe","Bulgaria",15-SEP-20,6948445,"",,
"Europe","Bulgaria",16-SEP-20,6948445,"",,
"Europe","Bulgaria",17-SEP-20,6948445,"",,
"Europe","Bulgaria",18-SEP-20,6948445,"",,
"Europe","Bulgaria",19-SEP-20,6948445,"",,
"Europe","Bulgaria",20-SEP-20,6948445,"",,
"Europe","Bulgaria",21-SEP-20,6948445,"",,
"Europe","Bulgaria",22-SEP-20,6948445,"",,
"Europe","Bulgaria",23-SEP-20,6948445,"",,
"Europe","Bulgaria",24-SEP-20,6948445,"",,
"Europe","Bulgaria",25-SEP-20,6948445,"",,
"Europe","Bulgaria",26-SEP-20,6948445,"",,
"Europe","Bulgaria",27-SEP-20,6948445,"",,
"Europe","Bulgaria",28-SEP-20,6948445,"",,
"Europe","Bulgaria",29-SEP-20,6948445,"",,
"Europe","Bulgaria",30-SEP-20,6948445,"",,
"Europe","Bulgaria",01-OCT-20,6948445,"",,
"Europe","Bulgaria",02-OCT-20,6948445,"",,
"Europe","Bulgaria",03-OCT-20,6948445,"",,
"Europe","Bulgaria",04-OCT-20,6948445,"",,
"Europe","Bulgaria",05-OCT-20,6948445,"",,
"Europe","Bulgaria",06-OCT-20,6948445,"",,
"Europe","Bulgaria",07-OCT-20,6948445,"",,
"Europe","Bulgaria",08-OCT-20,6948445,"",,
"Europe","Bulgaria",09-OCT-20,6948445,"",,
"Europe","Bulgaria",10-OCT-20,6948445,"",,
"Europe","Bulgaria",11-OCT-20,6948445,"",,
"Europe","Bulgaria",12-OCT-20,6948445,"",,
"Europe","Bulgaria",13-OCT-20,6948445,"",,
"Europe","Bulgaria",14-OCT-20,6948445,"",,
"Europe","Bulgaria",15-OCT-20,6948445,"",,
"Europe","Bulgaria",16-OCT-20,6948445,"",,
"Europe","Bulgaria",17-OCT-20,6948445,"",,
"Europe","Bulgaria",18-OCT-20,6948445,"",,
"Europe","Bulgaria",19-OCT-20,6948445,"",,
"Europe","Bulgaria",20-OCT-20,6948445,"",,
"Europe","Bulgaria",21-OCT-20,6948445,"",,
"Europe","Bulgaria",22-OCT-20,6948445,"",,
"Europe","Bulgaria",23-OCT-20,6948445,"",,
"Europe","Bulgaria",24-OCT-20,6948445,"",,
"Europe","Bulgaria",25-OCT-20,6948445,"",,
"Europe","Bulgaria",26-OCT-20,6948445,"",,
"Europe","Bulgaria",27-OCT-20,6948445,"",,
"Europe","Bulgaria",28-OCT-20,6948445,"",,
"Europe","Bulgaria",29-OCT-20,6948445,"",,
"Europe","Bulgaria",30-OCT-20,6948445,"",,
"Europe","Bulgaria",31-OCT-20,6948445,"",,
"Europe","Bulgaria",01-NOV-20,6948445,"",,
"Europe","Bulgaria",02-NOV-20,6948445,"",,
"Europe","Bulgaria",03-NOV-20,6948445,"",,
"Europe","Bulgaria",04-NOV-20,6948445,"",,
"Europe","Bulgaria",05-NOV-20,6948445,"",,
"Europe","Bulgaria",06-NOV-20,6948445,"",,
"Europe","Bulgaria",07-NOV-20,6948445,"",,
"Europe","Bulgaria",08-NOV-20,6948445,"",,
"Europe","Bulgaria",09-NOV-20,6948445,"",,
"Europe","Bulgaria",10-NOV-20,6948445,"",,
"Europe","Bulgaria",11-NOV-20,6948445,"",,
"Europe","Bulgaria",12-NOV-20,6948445,"",,
"Europe","Bulgaria",13-NOV-20,6948445,"",,
"Europe","Bulgaria",14-NOV-20,6948445,"",,
"Europe","Bulgaria",15-NOV-20,6948445,"",,
"Europe","Bulgaria",16-NOV-20,6948445,"",,
"Europe","Bulgaria",17-NOV-20,6948445,"",,
"Europe","Bulgaria",18-NOV-20,6948445,"",,
"Europe","Bulgaria",19-NOV-20,6948445,"",,
"Europe","Bulgaria",20-NOV-20,6948445,"",,
"Europe","Bulgaria",21-NOV-20,6948445,"",,
"Europe","Bulgaria",22-NOV-20,6948445,"",,
"Europe","Bulgaria",23-NOV-20,6948445,"",,
"Europe","Bulgaria",24-NOV-20,6948445,"",,
"Europe","Bulgaria",25-NOV-20,6948445,"",,
"Europe","Bulgaria",26-NOV-20,6948445,"",,
"Europe","Bulgaria",27-NOV-20,6948445,"",,
"Europe","Bulgaria",28-NOV-20,6948445,"",,
"Europe","Bulgaria",29-NOV-20,6948445,"",,
"Europe","Bulgaria",30-NOV-20,6948445,"",,
"Europe","Bulgaria",01-DEC-20,6948445,"",,
"Europe","Bulgaria",02-DEC-20,6948445,"",,
"Europe","Bulgaria",03-DEC-20,6948445,"",,
"Europe","Bulgaria",04-DEC-20,6948445,"",,
"Europe","Bulgaria",05-DEC-20,6948445,"",,
"Europe","Bulgaria",06-DEC-20,6948445,"",,
"Europe","Bulgaria",07-DEC-20,6948445,"",,
"Europe","Bulgaria",08-DEC-20,6948445,"",,
"Europe","Bulgaria",09-DEC-20,6948445,"",,
"Europe","Bulgaria",10-DEC-20,6948445,"",,
"Europe","Bulgaria",11-DEC-20,6948445,"",,
"Europe","Bulgaria",12-DEC-20,6948445,"",,
"Europe","Bulgaria",13-DEC-20,6948445,"",,
"Europe","Bulgaria",14-DEC-20,6948445,"",,
"Europe","Bulgaria",15-DEC-20,6948445,"",,
"Europe","Bulgaria",16-DEC-20,6948445,"",,
"Europe","Bulgaria",17-DEC-20,6948445,"",,
"Europe","Bulgaria",18-DEC-20,6948445,"",,
"Europe","Bulgaria",19-DEC-20,6948445,"",,
"Europe","Bulgaria",20-DEC-20,6948445,"",,
"Europe","Bulgaria",21-DEC-20,6948445,"",,
"Europe","Bulgaria",22-DEC-20,6948445,"",,
"Europe","Bulgaria",23-DEC-20,6948445,"",,
"Europe","Bulgaria",24-DEC-20,6948445,"",,
"Europe","Bulgaria",25-DEC-20,6948445,"",,
"Europe","Bulgaria",26-DEC-20,6948445,"",,
"Europe","Bulgaria",27-DEC-20,6948445,"",,
"Europe","Bulgaria",28-DEC-20,6948445,"",,
"Europe","Bulgaria",29-DEC-20,6948445,"",,
"Europe","Bulgaria",30-DEC-20,6948445,"2889",2889,0.04
"Europe","Bulgaria",31-DEC-20,6948445,"",2889,0.04
"Europe","Bulgaria",01-JAN-21,6948445,"",2889,0.04
"Europe","Bulgaria",02-JAN-21,6948445,"",2889,0.04
"Europe","Bulgaria",03-JAN-21,6948445,"",2889,0.04
"Europe","Bulgaria",04-JAN-21,6948445,"",2889,0.04
"Europe","Bulgaria",05-JAN-21,6948445,"",2889,0.04
"Europe","Bulgaria",06-JAN-21,6948445,"2465",5354,0.08
"Europe","Bulgaria",07-JAN-21,6948445,"3204",8558,0.12
"Europe","Bulgaria",08-JAN-21,6948445,"2238",10796,0.16
"Europe","Bulgaria",09-JAN-21,6948445,"118",10914,0.16
"Europe","Bulgaria",10-JAN-21,6948445,"",10914,0.16
"Europe","Bulgaria",11-JAN-21,6948445,"",10914,0.16
"Europe","Bulgaria",12-JAN-21,6948445,"1619",12533,0.18
"Europe","Bulgaria",13-JAN-21,6948445,"1258",13791,0.2
"Europe","Bulgaria",14-JAN-21,6948445,"648",14439,0.21
"Europe","Bulgaria",15-JAN-21,6948445,"440",14879,0.21
"Europe","Bulgaria",16-JAN-21,6948445,"206",15085,0.22
"Europe","Bulgaria",17-JAN-21,6948445,"121",15206,0.22
"Europe","Bulgaria",18-JAN-21,6948445,"1185",16391,0.24
"Europe","Bulgaria",19-JAN-21,6948445,"2588",18979,0.27
"Europe","Bulgaria",20-JAN-21,6948445,"1901",20880,0.3
"Europe","Bulgaria",21-JAN-21,6948445,"1124",22004,0.32
"Europe","Bulgaria",22-JAN-21,6948445,"850",22854,0.33
"Europe","Bulgaria",23-JAN-21,6948445,"18",22872,0.33
"Europe","Bulgaria",24-JAN-21,6948445,"24",22896,0.33
"Europe","Bulgaria",25-JAN-21,6948445,"655",23551,0.34
"Europe","Bulgaria",26-JAN-21,6948445,"2324",25875,0.37
"Europe","Bulgaria",27-JAN-21,6948445,"3795",29670,0.43
"Europe","Bulgaria",28-JAN-21,6948445,"4719",34389,0.49
"Europe","Bulgaria",29-JAN-21,6948445,"3169",37558,0.54
"Europe","Bulgaria",30-JAN-21,6948445,"215",37773,0.54
"Europe","Bulgaria",31-JAN-21,6948445,"105",37878,0.55
"Europe","Bulgaria",01-FEB-21,6948445,"1509",39387,0.57
"Europe","Bulgaria",02-FEB-21,6948445,"3283",42670,0.61
"Europe","Bulgaria",03-FEB-21,6948445,"4207",46877,0.67
"Europe","Bulgaria",04-FEB-21,6948445,"3901",50778,0.73
"Europe","Bulgaria",05-FEB-21,6948445,"2835",53613,0.77
"Europe","Bulgaria",06-FEB-21,6948445,"156",53769,0.77
"Europe","Bulgaria",07-FEB-21,6948445,"22",53791,0.77
"Europe","Bulgaria",08-FEB-21,6948445,"1850",55641,0.8
"Europe","Bulgaria",09-FEB-21,6948445,"3540",59181,0.85
"Europe","Bulgaria",10-FEB-21,6948445,"3735",62916,0.91
"Europe","Bulgaria",11-FEB-21,6948445,"4960",67876,0.98
"Europe","Bulgaria",12-FEB-21,6948445,"3571",71447,1.03
"Europe","Bulgaria",13-FEB-21,6948445,"626",72073,1.04
"Europe","Bulgaria",14-FEB-21,6948445,"68",72141,1.04
"Europe","Bulgaria",15-FEB-21,6948445,"2048",74189,1.07
"Europe","Bulgaria",16-FEB-21,6948445,"3902",78091,1.12
"Europe","Bulgaria",17-FEB-21,6948445,"4582",82673,1.19
"Europe","Bulgaria",18-FEB-21,6948445,"4594",87267,1.26
"Europe","Bulgaria",19-FEB-21,6948445,"13754",101021,1.45
"Europe","Bulgaria",20-FEB-21,6948445,"4088",105109,1.51
"Europe","Bulgaria",21-FEB-21,6948445,"10998",116107,1.67
"Europe","Bulgaria",22-FEB-21,6948445,"11709",127816,1.84
"Europe","Bulgaria",23-FEB-21,6948445,"17163",144979,2.09
"Europe","Bulgaria",24-FEB-21,6948445,"20236",165215,2.38
"Europe","Bulgaria",25-FEB-21,6948445,"20050",185265,2.67
"Europe","Bulgaria",26-FEB-21,6948445,"15927",201192,2.9
"Europe","Bulgaria",27-FEB-21,6948445,"5321",206513,2.97
"Europe","Bulgaria",28-FEB-21,6948445,"2685",209198,3.01
"Europe","Bulgaria",01-MAR-21,6948445,"11094",220292,3.17
"Europe","Bulgaria",02-MAR-21,6948445,"20233",240525,3.46
"Europe","Bulgaria",03-MAR-21,6948445,"4397",244922,3.52
"Europe","Bulgaria",04-MAR-21,6948445,"20375",265297,3.82
"Europe","Bulgaria",05-MAR-21,6948445,"15920",281217,4.05
"Europe","Bulgaria",06-MAR-21,6948445,"2654",283871,4.09
"Europe","Bulgaria",07-MAR-21,6948445,"1513",285384,4.11
"Europe","Bulgaria",08-MAR-21,6948445,"5501",290885,4.19
"Europe","Bulgaria",09-MAR-21,6948445,"8019",298904,4.3
"Europe","Bulgaria",10-MAR-21,6948445,"6994",305898,4.4
"Europe","Bulgaria",11-MAR-21,6948445,"15301",321199,4.62
"Europe","Bulgaria",12-MAR-21,6948445,"12214",333413,4.8
"Europe","Bulgaria",13-MAR-21,6948445,"1244",334657,4.82
"Europe","Bulgaria",14-MAR-21,6948445,"975",335632,4.83
"Europe","Bulgaria",15-MAR-21,6948445,"2828",338460,4.87
"Europe","Bulgaria",16-MAR-21,6948445,"4287",342747,4.93
"Europe","Bulgaria",17-MAR-21,6948445,"4708",347455,5
"Europe","Bulgaria",18-MAR-21,6948445,"5350",352805,5.08
"Europe","Bulgaria",19-MAR-21,6948445,"6669",359474,5.17
"Europe","Bulgaria",20-MAR-21,6948445,"3826",363300,5.23
"Europe","Bulgaria",21-MAR-21,6948445,"2358",365658,5.26
"Europe","Bulgaria",22-MAR-21,6948445,"7465",373123,5.37
"Europe","Bulgaria",23-MAR-21,6948445,"12435",385558,5.55
"Europe","Bulgaria",24-MAR-21,6948445,"12504",398062,5.73
"Europe","Bulgaria",25-MAR-21,6948445,"14292",412354,5.93
"Europe","Bulgaria",26-MAR-21,6948445,"14627",426981,6.14
"Europe","Bulgaria",27-MAR-21,6948445,"3930",430911,6.2
"Europe","Bulgaria",28-MAR-21,6948445,"2383",433294,6.24
"Europe","Bulgaria",29-MAR-21,6948445,"9006",442300,6.37
"Europe","Bulgaria",30-MAR-21,6948445,"13184",455484,6.56
"Europe","Bulgaria",31-MAR-21,6948445,"13712",469196,6.75
"Europe","Bulgaria",01-APR-21,6948445,"13559",482755,6.95
"Europe","Bulgaria",02-APR-21,6948445,"12083",494838,7.12
"Europe","Bulgaria",03-APR-21,6948445,"3993",498831,7.18
"Europe","Bulgaria",04-APR-21,6948445,"1492",500323,7.2
"Europe","Bulgaria",05-APR-21,6948445,"6479",506802,7.29
"Europe","Bulgaria",06-APR-21,6948445,"9586",516388,7.43
"Europe","Bulgaria",07-APR-21,6948445,"13818",530206,7.63
"Europe","Bulgaria",08-APR-21,6948445,"19063",549269,7.9
"Europe","Bulgaria",09-APR-21,6948445,"14880",564149,8.12
"Europe","Bulgaria",10-APR-21,6948445,"3666",567815,8.17
"Europe","Bulgaria",11-APR-21,6948445,"1600",569415,8.19
"Europe","Bulgaria",12-APR-21,6948445,"7330",576745,8.3
"Europe","Bulgaria",13-APR-21,6948445,"10503",587248,8.45
"Europe","Bulgaria",14-APR-21,6948445,"14882",602130,8.67
"Europe","Bulgaria",15-APR-21,6948445,"14998",617128,8.88
"Europe","Bulgaria",16-APR-21,6948445,"13754",630882,9.08
"Europe","Bulgaria",17-APR-21,6948445,"3087",633969,9.12
"Europe","Bulgaria",18-APR-21,6948445,"1227",635196,9.14
"Europe","Bulgaria",19-APR-21,6948445,"7043",642239,9.24
"Europe","Bulgaria",20-APR-21,6948445,"11847",654086,9.41
"Europe","Bulgaria",21-APR-21,6948445,"19168",673254,9.69
"Europe","Bulgaria",22-APR-21,6948445,"22016",695270,10.01
"Europe","Bulgaria",23-APR-21,6948445,"18423",713693,10.27
"Europe","Bulgaria",24-APR-21,6948445,"4230",717923,10.33
"Europe","Bulgaria",25-APR-21,6948445,"2070",719993,10.36
"Europe","Bulgaria",26-APR-21,6948445,"10910",730903,10.52
"Europe","Bulgaria",27-APR-21,6948445,"16749",747652,10.76
"Europe","Bulgaria",28-APR-21,6948445,"25355",773007,11.12
"Europe","Bulgaria",29-APR-21,6948445,"26922",799929,11.51
"Europe","Bulgaria",30-APR-21,6948445,"12287",812216,11.69
"Africa","Burkina Faso",10-MAR-20,20903278,"",,
"Africa","Burkina Faso",11-MAR-20,20903278,"",,
"Africa","Burkina Faso",12-MAR-20,20903278,"",,
"Africa","Burkina Faso",13-MAR-20,20903278,"",,
"Africa","Burkina Faso",14-MAR-20,20903278,"",,
"Africa","Burkina Faso",15-MAR-20,20903278,"",,
"Africa","Burkina Faso",16-MAR-20,20903278,"",,
"Africa","Burkina Faso",17-MAR-20,20903278,"",,
"Africa","Burkina Faso",18-MAR-20,20903278,"",,
"Africa","Burkina Faso",19-MAR-20,20903278,"",,
"Africa","Burkina Faso",20-MAR-20,20903278,"",,
